id_pedido,id_cliente,id_producto,id_transportista,region_destino,monto_venta,costo_envio,costo_producto,fecha_pedido,fecha_promesa,fecha_entrega,estado_envio
PED-10895,CLI-1131,PROD-127,TR-101,Sur,54,12.66,93,2025-12-12,2025-12-15,2025-12-15,Entregado
PED-10896,CLI-1143,PROD-111,TR-101,Centro,862,23.65,1100,2025-09-08,2025-09-11,2025-09-10,Entregado
PED-10897,CLI-1010,PROD-116,TR-102,Oeste,928,21.38,574,2024-04-30,2024-05-04,2024-05-04,Entregado
PED-10898,CLI-1036,PROD-104,TR-104,Este,194,13.35,26,2024-02-19,2024-02-23,2024-02-23,Entregado
PED-10899,CLI-1125,PROD-100,TR-101,Centro,114,23.69,24,2025-07-14,2025-07-17,2025-07-16,Entregado
PED-10900,CLI-1144,PROD-114,TR-103,Norte,903,28.69,181,2026-03-11,2026-03-16,2026-03-17,Entregado
PED-10901,CLI-1117,PROD-124,TR-104,Norte,670,29.7,181,2025-11-14,2025-11-18,2025-11-19,Entregado
PED-10902,CLI-1104,PROD-112,TR-102,Sur,642,28.0,212,2025-02-08,2025-02-12,2025-02-11,Entregado
PED-10903,CLI-1022,PROD-127,TR-102,Norte,162,11.78,93,2025-12-25,2025-12-29,2026-01-02,Entregado
PED-10904,CLI-1049,PROD-119,TR-101,Oeste,279,11.69,43,2025-08-06,2025-08-09,2025-08-09,Entregado
PED-10905,CLI-1136,PROD-105,TR-101,Sur,1320,20.27,828,2024-10-08,2024-10-11,2024-10-10,Entregado
PED-10906,CLI-1136,PROD-119,TR-103,Sur,93,20.08,86,2025-02-15,2025-02-20,2025-02-20,Entregado
PED-10907,CLI-1106,PROD-100,TR-103,Sur,57,12.96,36,2025-01-26,2025-01-31,2025-01-30,Entregado
PED-10908,CLI-1036,PROD-105,TR-103,Este,880,12.98,828,2026-02-25,2026-03-02,2026-03-06,Entregado
PED-10909,CLI-1083,PROD-105,TR-101,Oeste,440,12.28,552,2025-12-31,2026-01-03,,Cancelado
PED-10910,CLI-1066,PROD-112,TR-101,Centro,642,21.56,106,2024-02-23,2024-02-26,2024-02-27,Entregado
PED-10911,CLI-1098,PROD-103,TR-103,Sur,938,21.33,272,2024-03-03,2024-03-08,2024-03-09,Entregado
PED-10912,CLI-1059,PROD-129,TR-101,Sur,195,15.03,17,2024-10-02,2024-10-05,2024-10-06,Entregado
PED-10913,CLI-1032,PROD-109,TR-104,Centro,863,22.82,1116,2025-04-01,2025-04-05,2025-04-08,Entregado
PED-10914,CLI-1062,PROD-117,TR-104,Centro,918,16.17,816,2025-07-22,2025-07-26,2025-07-25,Entregado
PED-10915,CLI-1042,PROD-100,TR-101,Este,171,34.98,24,2025-05-08,2025-05-11,2025-05-11,Entregado
PED-10916,CLI-1054,PROD-118,TR-103,Norte,264,16.47,45,2024-02-16,2024-02-21,2024-02-22,Entregado
PED-10917,CLI-1031,PROD-126,TR-102,Norte,1704,24.68,562,2026-01-12,2026-01-16,2026-01-16,Entregado
PED-10918,CLI-1081,PROD-128,TR-103,Oeste,120,15.02,58,2025-10-12,2025-10-17,,Cancelado
PED-10919,CLI-1087,PROD-106,TR-104,Sur,867,32.94,1677,2025-09-05,2025-09-09,2025-09-10,Entregado
PED-10920,CLI-1001,PROD-128,TR-101,Oeste,180,21.46,87,2025-11-19,2025-11-22,2025-11-23,Entregado
PED-10921,CLI-1020,PROD-125,TR-101,Norte,2574,17.85,551,2025-07-05,2025-07-08,2025-07-14,Entregado
PED-10922,CLI-1091,PROD-112,TR-102,Norte,214,20.76,106,2026-05-09,2026-05-13,,Cancelado
PED-10923,CLI-1113,PROD-100,TR-102,Norte,171,17.98,36,2026-01-30,2026-02-03,2026-02-07,Entregado
PED-10924,CLI-1077,PROD-125,TR-102,Norte,858,21.56,1102,2024-08-27,2024-08-31,2024-08-31,Entregado
PED-10925,CLI-1053,PROD-100,TR-102,Este,114,21.76,36,2026-04-20,2026-04-24,2026-04-23,Entregado
PED-10926,CLI-1043,PROD-117,TR-102,Centro,1377,23.48,816,2025-11-06,2025-11-10,2025-11-11,Entregado
PED-10927,CLI-1032,PROD-123,TR-101,Centro,459,27.82,834,2024-05-10,2024-05-13,2024-05-14,Entregado
PED-10928,CLI-1005,PROD-122,TR-103,Oeste,210,25.49,214,2025-11-28,2025-12-03,2025-12-03,Entregado
PED-10929,CLI-1013,PROD-127,TR-103,Centro,108,26.52,31,2025-03-18,2025-03-23,2025-03-23,Entregado
PED-10930,CLI-1119,PROD-115,TR-103,Centro,243,15.87,108,2025-06-13,2025-06-18,2025-06-19,Entregado
PED-10931,CLI-1114,PROD-110,TR-101,Centro,615,34.74,124,2025-02-05,2025-02-08,2025-02-07,Entregado
PED-10932,CLI-1057,PROD-122,TR-104,Norte,210,16.74,214,2024-03-17,2024-03-21,2024-03-20,Entregado
PED-10933,CLI-1024,PROD-100,TR-104,Sur,171,30.77,24,2025-03-18,2025-03-22,2025-03-23,Entregado
PED-10934,CLI-1121,PROD-107,TR-103,Oeste,1410,33.5,276,2026-05-02,2026-05-07,2026-05-11,Entregado
PED-10935,CLI-1112,PROD-124,TR-101,Este,335,32.79,181,2025-10-02,2025-10-05,2025-10-04,Entregado
PED-10936,CLI-1096,PROD-110,TR-101,Sur,205,24.68,248,2026-03-12,2026-03-15,2026-03-15,Entregado
PED-10937,CLI-1110,PROD-102,TR-101,Sur,1686,19.14,1126,2025-11-24,2025-11-27,2025-11-29,Entregado
PED-10938,CLI-1105,PROD-107,TR-101,Sur,1410,11.18,828,2025-04-09,2025-04-12,2025-04-12,Entregado
PED-10939,CLI-1006,PROD-114,TR-103,Centro,301,27.4,543,2025-08-24,2025-08-29,2025-08-28,Entregado
PED-10940,CLI-1049,PROD-128,TR-102,Oeste,120,27.7,58,2025-10-14,2025-10-18,2025-10-18,Entregado
PED-10941,CLI-1113,PROD-105,TR-102,Norte,440,23.99,552,2024-05-20,2024-05-24,2024-05-23,Entregado
PED-10942,CLI-1131,PROD-120,TR-103,Sur,839,20.94,541,2024-11-14,2024-11-19,2024-11-20,Entregado
PED-10943,CLI-1074,PROD-111,TR-101,Sur,862,14.79,550,2025-06-14,2025-06-17,2025-06-18,Entregado
PED-10944,CLI-1143,PROD-127,TR-101,Centro,162,29.31,31,2025-03-08,2025-03-11,2025-03-10,Entregado
PED-10945,CLI-1087,PROD-106,TR-104,Sur,2601,17.28,1677,2025-12-12,2025-12-16,2025-12-16,Entregado
PED-10946,CLI-1148,PROD-118,TR-103,Este,88,20.54,45,2025-09-22,2025-09-27,2025-09-27,Entregado
PED-10947,CLI-1010,PROD-115,TR-102,Oeste,243,25.03,216,2024-01-04,2024-01-08,2024-01-09,Entregado
PED-10948,CLI-1084,PROD-125,TR-104,Oeste,1716,10.45,551,2024-07-29,2024-08-02,2024-08-01,Entregado
PED-10949,CLI-1007,PROD-117,TR-101,Este,1377,32.69,816,2024-05-25,2024-05-28,2024-05-27,Entregado
PED-10950,CLI-1092,PROD-101,TR-101,Oeste,67,27.55,38,2024-07-22,2024-07-25,2024-07-24,Entregado
PED-10951,CLI-1086,PROD-127,TR-102,Oeste,108,9.06,31,2024-07-01,2024-07-05,2024-07-04,Entregado
PED-10952,CLI-1035,PROD-112,TR-101,Centro,428,18.3,106,2024-12-12,2024-12-15,2024-12-15,Entregado
PED-10953,CLI-1095,PROD-121,TR-102,Sur,128,10.23,108,2025-06-23,2025-06-27,2025-06-28,Entregado
PED-10954,CLI-1033,PROD-125,TR-102,Oeste,1716,24.39,1102,2024-07-15,2024-07-19,,Cancelado
PED-10955,CLI-1062,PROD-129,TR-101,Centro,195,29.42,34,2026-02-20,2026-02-23,2026-02-22,Entregado
PED-10956,CLI-1083,PROD-107,TR-101,Oeste,1410,31.97,828,2025-10-06,2025-10-09,2025-10-08,Entregado
PED-10957,CLI-1053,PROD-123,TR-101,Este,1377,12.94,278,2026-03-14,2026-03-17,2026-03-18,Entregado
PED-10958,CLI-1130,PROD-111,TR-104,Centro,2586,22.43,1100,2025-06-15,2025-06-19,2025-06-19,Entregado
PED-10959,CLI-1123,PROD-122,TR-104,Este,630,25.72,321,2025-04-30,2025-05-04,2025-05-04,Entregado
PED-10960,CLI-1053,PROD-107,TR-102,Este,470,19.76,552,2025-04-07,2025-04-11,2025-04-11,Entregado
PED-10961,CLI-1096,PROD-118,TR-102,Sur,88,28.42,45,2026-05-12,2026-05-16,2026-05-17,Entregado
PED-10962,CLI-1132,PROD-111,TR-102,Sur,1724,20.89,1100,2025-08-20,2025-08-24,2025-08-28,Entregado
PED-10963,CLI-1127,PROD-110,TR-103,Este,205,25.6,248,2025-01-26,2025-01-31,2025-02-05,Entregado
PED-10964,CLI-1021,PROD-109,TR-101,Sur,863,10.39,558,2026-03-15,2026-03-18,2026-03-17,Entregado
PED-10965,CLI-1009,PROD-117,TR-102,Centro,918,28.25,544,2024-12-07,2024-12-11,2024-12-11,Entregado
PED-10966,CLI-1070,PROD-106,TR-102,Sur,2601,8.73,1118,2026-05-25,2026-05-29,2026-05-30,Entregado
PED-10967,CLI-1088,PROD-125,TR-104,Sur,858,25.83,1102,2025-02-19,2025-02-23,,Cancelado
PED-10968,CLI-1038,PROD-127,TR-104,Este,54,14.69,62,2024-08-21,2024-08-25,2024-08-26,Entregado
PED-10969,CLI-1141,PROD-124,TR-104,Norte,335,30.91,362,2026-01-09,2026-01-13,2026-01-13,Entregado
PED-10970,CLI-1109,PROD-124,TR-104,Norte,335,12.18,362,2024-08-02,2024-08-06,,Cancelado
PED-10971,CLI-1078,PROD-123,TR-101,Este,918,19.61,278,2025-05-26,2025-05-29,2025-05-29,Entregado
PED-10972,CLI-1103,PROD-124,TR-103,Oeste,335,12.57,181,2024-11-29,2024-12-04,,Cancelado
PED-10973,CLI-1084,PROD-118,TR-104,Oeste,88,18.74,135,2025-01-25,2025-01-29,2025-01-29,Entregado
PED-10974,CLI-1121,PROD-103,TR-103,Oeste,938,13.04,272,2025-08-06,2025-08-11,2025-08-12,Entregado
PED-10975,CLI-1045,PROD-101,TR-104,Centro,134,13.96,38,2024-01-28,2024-02-01,2024-01-31,Entregado
PED-10976,CLI-1074,PROD-121,TR-101,Sur,64,31.28,72,2025-04-10,2025-04-13,2025-04-15,Entregado
PED-10977,CLI-1040,PROD-103,TR-102,Este,469,33.81,544,2025-07-03,2025-07-07,,Cancelado
PED-10978,CLI-1033,PROD-127,TR-102,Oeste,162,12.71,62,2024-11-13,2024-11-17,2024-11-18,Entregado
PED-10979,CLI-1079,PROD-118,TR-102,Centro,176,8.7,45,2025-05-29,2025-06-02,2025-06-02,Entregado
PED-10980,CLI-1036,PROD-114,TR-101,Este,903,32.62,362,2026-04-24,2026-04-27,2026-04-26,Entregado
PED-10981,CLI-1125,PROD-114,TR-104,Centro,602,31.85,543,2025-08-12,2025-08-16,2025-08-18,Entregado
PED-10982,CLI-1076,PROD-112,TR-102,Norte,642,20.63,212,2025-03-01,2025-03-05,,Cancelado
PED-10983,CLI-1046,PROD-122,TR-101,Norte,210,15.76,107,2025-02-06,2025-02-09,2025-02-08,Entregado
PED-10984,CLI-1137,PROD-109,TR-101,Oeste,1726,34.8,1116,2025-12-15,2025-12-18,2025-12-17,Entregado
PED-10985,CLI-1141,PROD-103,TR-103,Norte,938,20.45,544,2024-03-19,2024-03-24,2024-03-25,Entregado
PED-10986,CLI-1129,PROD-101,TR-104,Centro,134,28.27,38,2024-01-28,2024-02-01,,Cancelado
PED-10987,CLI-1101,PROD-101,TR-101,Norte,134,28.34,57,2024-09-13,2024-09-16,2024-09-20,Entregado
PED-10988,CLI-1017,PROD-102,TR-102,Este,1686,30.8,1126,2025-12-31,2026-01-04,2026-01-03,Entregado
PED-10989,CLI-1043,PROD-126,TR-101,Centro,852,28.15,1686,2025-09-13,2025-09-16,2025-09-20,Entregado
PED-10990,CLI-1002,PROD-121,TR-103,Sur,64,9.41,108,2024-06-06,2024-06-11,2024-06-10,Entregado
PED-10991,CLI-1136,PROD-106,TR-104,Sur,1734,16.67,1677,2025-12-14,2025-12-18,2025-12-20,Entregado
PED-10992,CLI-1001,PROD-101,TR-104,Oeste,134,13.8,19,2026-02-24,2026-02-28,2026-02-27,Entregado
PED-10993,CLI-1004,PROD-113,TR-101,Sur,633,10.17,306,2024-01-15,2024-01-18,2024-01-17,Entregado
PED-10994,CLI-1024,PROD-125,TR-102,Sur,2574,30.11,551,2026-01-11,2026-01-15,2026-01-15,Entregado
PED-10995,CLI-1082,PROD-117,TR-102,Centro,918,11.7,544,2025-10-01,2025-10-05,2025-10-06,Entregado
PED-10996,CLI-1091,PROD-110,TR-102,Norte,205,14.14,248,2024-01-16,2024-01-20,2024-01-20,Entregado
PED-10997,CLI-1056,PROD-102,TR-103,Este,843,19.39,563,2025-10-27,2025-11-01,2025-10-31,Entregado
PED-10998,CLI-1127,PROD-103,TR-102,Este,938,26.95,816,2024-09-14,2024-09-18,2024-09-19,Entregado
PED-10999,CLI-1034,PROD-110,TR-102,Este,410,21.28,372,2025-10-12,2025-10-16,2025-10-17,Entregado
PED-11000,CLI-1149,PROD-114,TR-104,Sur,903,27.17,543,2025-06-07,2025-06-11,2025-06-10,Entregado
PED-11001,CLI-1003,PROD-107,TR-101,Norte,940,28.05,276,2025-09-23,2025-09-26,2025-09-25,Entregado
PED-11002,CLI-1062,PROD-119,TR-101,Centro,186,12.52,43,2024-03-02,2024-03-05,2024-03-05,Entregado
PED-11003,CLI-1052,PROD-120,TR-101,Oeste,1678,31.75,1623,2024-08-31,2024-09-03,2024-09-04,Entregado
PED-11004,CLI-1081,PROD-120,TR-101,Oeste,2517,28.39,1082,2025-06-17,2025-06-20,2025-06-20,Entregado
PED-11005,CLI-1058,PROD-127,TR-103,Norte,54,34.69,93,2024-12-16,2024-12-21,2024-12-22,Entregado
PED-11006,CLI-1056,PROD-119,TR-104,Este,279,10.21,43,2025-06-17,2025-06-21,2025-06-21,Entregado
PED-11007,CLI-1125,PROD-102,TR-102,Centro,843,10.93,563,2024-02-23,2024-02-27,2024-02-26,Entregado
PED-11008,CLI-1140,PROD-126,TR-102,Oeste,2556,16.75,1124,2024-08-29,2024-09-02,2024-09-02,Entregado
PED-11009,CLI-1050,PROD-107,TR-104,Este,940,20.38,828,2024-06-29,2024-07-03,2024-07-03,Entregado
PED-11010,CLI-1051,PROD-108,TR-104,Centro,168,12.95,50,2024-03-22,2024-03-26,2024-03-26,Entregado
PED-11011,CLI-1112,PROD-113,TR-104,Este,211,19.83,204,2026-02-17,2026-02-21,2026-02-21,Entregado
PED-11012,CLI-1021,PROD-124,TR-103,Sur,1005,15.32,181,2025-09-01,2025-09-06,2025-09-07,Entregado
PED-11013,CLI-1116,PROD-109,TR-104,Centro,1726,27.44,558,2025-07-29,2025-08-02,2025-08-01,Entregado
PED-11014,CLI-1050,PROD-104,TR-102,Este,194,33.03,52,2024-01-05,2024-01-09,,Cancelado
PED-11015,CLI-1095,PROD-112,TR-104,Sur,214,31.95,212,2024-11-11,2024-11-15,,Cancelado
PED-11016,CLI-1031,PROD-112,TR-102,Norte,642,22.0,212,2024-07-17,2024-07-21,2024-07-21,Entregado
PED-11017,CLI-1125,PROD-120,TR-103,Centro,1678,15.04,1623,2025-12-14,2025-12-19,2025-12-24,Entregado
PED-11018,CLI-1092,PROD-120,TR-101,Oeste,1678,20.57,1623,2025-12-15,2025-12-18,2025-12-17,Entregado
PED-11019,CLI-1037,PROD-108,TR-102,Sur,84,11.59,25,2025-09-08,2025-09-12,2025-09-13,Entregado
PED-11020,CLI-1098,PROD-112,TR-101,Sur,214,15.2,212,2025-06-14,2025-06-17,2025-06-17,Entregado
PED-11021,CLI-1077,PROD-116,TR-104,Norte,1392,11.4,287,2025-08-23,2025-08-27,2025-08-27,Entregado
PED-11022,CLI-1146,PROD-124,TR-103,Norte,335,19.05,543,2026-04-13,2026-04-18,2026-04-19,Entregado
PED-11023,CLI-1043,PROD-126,TR-104,Centro,2556,25.84,1124,2024-01-02,2024-01-06,2024-01-11,Entregado
PED-11024,CLI-1043,PROD-105,TR-103,Centro,880,21.82,276,2024-07-09,2024-07-14,2024-07-13,Entregado
PED-11025,CLI-1028,PROD-114,TR-102,Sur,301,15.37,181,2024-07-09,2024-07-13,,Cancelado
PED-11026,CLI-1104,PROD-114,TR-101,Sur,602,18.51,181,2026-06-08,2026-06-11,2026-06-10,Entregado
PED-11027,CLI-1070,PROD-102,TR-103,Sur,1686,28.65,1689,2024-01-31,2024-02-05,2024-02-05,Entregado
PED-11028,CLI-1002,PROD-101,TR-103,Sur,201,11.07,19,2026-02-08,2026-02-13,2026-02-14,Entregado
PED-11029,CLI-1001,PROD-112,TR-103,Oeste,642,17.42,212,2025-05-12,2025-05-17,2025-05-17,Entregado
PED-11030,CLI-1087,PROD-110,TR-102,Sur,615,34.35,124,2025-01-04,2025-01-08,2025-01-08,Entregado
PED-11031,CLI-1084,PROD-125,TR-101,Oeste,1716,30.64,1653,2024-01-04,2024-01-07,,Cancelado
PED-11032,CLI-1006,PROD-119,TR-101,Centro,93,20.48,86,2026-06-08,2026-06-11,2026-06-12,Entregado
PED-11033,CLI-1121,PROD-116,TR-104,Oeste,928,25.3,287,2025-11-07,2025-11-11,,Cancelado
PED-11034,CLI-1083,PROD-121,TR-104,Oeste,192,29.54,108,2024-08-27,2024-08-31,2024-08-31,Entregado
PED-11035,CLI-1089,PROD-113,TR-104,Este,633,16.29,204,2025-11-05,2025-11-09,2025-11-08,Entregado
PED-11036,CLI-1049,PROD-122,TR-102,Oeste,630,9.34,321,2026-06-09,2026-06-13,2026-06-14,Entregado
PED-11037,CLI-1022,PROD-109,TR-104,Norte,1726,22.83,1674,2024-06-21,2024-06-25,2024-06-24,Entregado
PED-11038,CLI-1062,PROD-106,TR-102,Centro,867,20.02,559,2026-02-10,2026-02-14,2026-02-15,Entregado
PED-11039,CLI-1041,PROD-129,TR-103,Sur,195,26.15,34,2025-01-27,2025-02-01,2025-01-31,Entregado
PED-11040,CLI-1031,PROD-121,TR-102,Norte,64,17.32,108,2025-07-01,2025-07-05,2025-07-05,Entregado
PED-11041,CLI-1057,PROD-129,TR-101,Norte,195,29.3,51,2025-10-21,2025-10-24,,Cancelado
PED-11042,CLI-1111,PROD-125,TR-102,Este,858,10.86,551,2024-08-16,2024-08-20,2024-08-20,Entregado
PED-11043,CLI-1048,PROD-123,TR-101,Norte,918,28.03,834,2025-08-09,2025-08-12,2025-08-17,Entregado
PED-11044,CLI-1137,PROD-106,TR-104,Oeste,2601,22.27,559,2025-03-09,2025-03-13,2025-03-13,Entregado
PED-11045,CLI-1056,PROD-103,TR-104,Este,938,30.13,272,2024-01-10,2024-01-14,2024-01-14,Entregado
PED-11046,CLI-1075,PROD-126,TR-102,Oeste,2556,12.37,1124,2025-05-26,2025-05-30,2025-05-29,Entregado
PED-11047,CLI-1008,PROD-119,TR-103,Centro,93,34.92,86,2024-11-12,2024-11-17,2024-11-18,Entregado
PED-11048,CLI-1122,PROD-120,TR-102,Centro,839,12.55,1082,2025-05-21,2025-05-25,2025-05-25,Entregado
PED-11049,CLI-1053,PROD-127,TR-102,Este,108,18.88,93,2025-12-18,2025-12-22,2025-12-21,Entregado
PED-11050,CLI-1040,PROD-100,TR-104,Este,114,18.86,24,2024-12-11,2024-12-15,2024-12-15,Entregado
PED-11051,CLI-1135,PROD-123,TR-103,Sur,1377,18.93,834,2024-10-16,2024-10-21,2024-10-20,Entregado
PED-11052,CLI-1033,PROD-110,TR-101,Oeste,410,12.84,372,2026-05-20,2026-05-23,2026-05-23,Entregado
PED-11053,CLI-1035,PROD-114,TR-104,Centro,301,13.68,543,2024-10-25,2024-10-29,2024-10-28,Entregado
PED-11054,CLI-1002,PROD-111,TR-101,Sur,1724,26.51,1100,2025-11-25,2025-11-28,2025-11-27,Entregado
PED-11055,CLI-1043,PROD-129,TR-101,Centro,65,11.61,17,2024-04-08,2024-04-11,2024-04-11,Entregado
PED-11056,CLI-1131,PROD-120,TR-103,Sur,2517,19.21,1623,2025-08-30,2025-09-04,2025-09-03,Entregado
PED-11057,CLI-1008,PROD-103,TR-102,Centro,1407,25.8,272,2025-02-10,2025-02-14,2025-02-15,Entregado
PED-11058,CLI-1022,PROD-124,TR-104,Norte,670,25.81,543,2026-06-04,2026-06-08,2026-06-08,Entregado
PED-11059,CLI-1094,PROD-100,TR-101,Oeste,171,32.57,36,2024-04-29,2024-05-02,2024-05-07,Entregado
PED-11060,CLI-1146,PROD-118,TR-104,Norte,264,18.67,45,2024-10-07,2024-10-11,2024-10-10,Entregado
PED-11061,CLI-1111,PROD-109,TR-102,Este,2589,19.24,558,2024-04-11,2024-04-15,2024-04-16,Entregado
PED-11062,CLI-1100,PROD-117,TR-104,Oeste,1377,30.2,816,2024-03-06,2024-03-10,2024-03-11,Entregado
PED-11063,CLI-1053,PROD-121,TR-101,Este,64,23.2,36,2024-07-04,2024-07-07,2024-07-08,Entregado
PED-11064,CLI-1031,PROD-101,TR-102,Norte,67,15.3,57,2025-08-11,2025-08-15,2025-08-14,Entregado
PED-11065,CLI-1008,PROD-102,TR-101,Centro,843,34.39,1126,2025-06-02,2025-06-05,2025-06-06,Entregado
PED-11066,CLI-1063,PROD-109,TR-101,Centro,2589,20.29,1674,2025-06-15,2025-06-18,2025-06-18,Entregado
PED-11067,CLI-1147,PROD-115,TR-103,Oeste,729,22.03,324,2025-06-19,2025-06-24,2025-06-24,Entregado
PED-11068,CLI-1025,PROD-121,TR-101,Oeste,128,33.87,36,2024-08-30,2024-09-02,2024-09-05,Entregado
PED-11069,CLI-1055,PROD-118,TR-103,Este,176,23.07,45,2024-10-11,2024-10-16,2024-10-17,Entregado
PED-11070,CLI-1041,PROD-112,TR-104,Sur,428,12.3,318,2024-03-26,2024-03-30,2024-03-31,Entregado
PED-11071,CLI-1068,PROD-120,TR-102,Este,2517,24.53,1623,2026-01-01,2026-01-05,2026-01-06,Entregado
PED-11072,CLI-1039,PROD-110,TR-104,Centro,205,11.8,248,2025-01-23,2025-01-27,2025-01-30,Entregado
PED-11073,CLI-1140,PROD-113,TR-101,Oeste,422,12.38,204,2024-12-03,2024-12-06,2024-12-06,Entregado
PED-11074,CLI-1057,PROD-108,TR-101,Norte,168,29.24,25,2024-04-10,2024-04-13,2024-04-17,Entregado
PED-11075,CLI-1134,PROD-123,TR-103,Sur,459,17.75,834,2025-08-25,2025-08-30,2025-08-30,Entregado
PED-11076,CLI-1146,PROD-127,TR-103,Norte,54,16.93,31,2025-07-18,2025-07-23,2025-07-22,Entregado
PED-11077,CLI-1099,PROD-105,TR-103,Oeste,1320,31.87,828,2026-04-05,2026-04-10,2026-04-11,Entregado
PED-11078,CLI-1032,PROD-108,TR-101,Centro,252,12.28,25,2025-12-04,2025-12-07,2025-12-06,Entregado
PED-11079,CLI-1145,PROD-123,TR-103,Oeste,918,29.1,834,2024-02-24,2024-02-29,2024-03-01,Entregado
PED-11080,CLI-1107,PROD-122,TR-104,Sur,420,16.1,321,2024-07-06,2024-07-10,2024-07-10,Entregado
PED-11081,CLI-1109,PROD-116,TR-102,Norte,928,28.92,574,2024-11-08,2024-11-12,2024-11-11,Entregado
PED-11082,CLI-1023,PROD-120,TR-101,Centro,839,10.02,1623,2024-03-19,2024-03-22,2024-03-21,Entregado
PED-11083,CLI-1073,PROD-117,TR-104,Este,1377,33.21,816,2026-04-07,2026-04-11,2026-04-11,Entregado
PED-11084,CLI-1034,PROD-115,TR-104,Este,729,11.8,324,2025-06-11,2025-06-15,2025-06-16,Entregado
PED-11085,CLI-1048,PROD-129,TR-101,Norte,65,26.02,51,2026-01-01,2026-01-04,,Cancelado
PED-11086,CLI-1135,PROD-121,TR-101,Sur,192,32.45,108,2025-09-13,2025-09-16,2025-09-15,Entregado
PED-11087,CLI-1044,PROD-102,TR-103,Norte,843,21.63,1126,2026-05-09,2026-05-14,2026-05-14,Entregado
PED-11088,CLI-1043,PROD-111,TR-101,Centro,2586,16.19,550,2024-12-12,2024-12-15,2024-12-14,Entregado
PED-11089,CLI-1123,PROD-109,TR-103,Este,863,33.12,1116,2024-08-06,2024-08-11,,Cancelado
PED-11090,CLI-1131,PROD-126,TR-101,Sur,852,8.66,1124,2025-04-19,2025-04-22,2025-04-22,Entregado
PED-11091,CLI-1117,PROD-110,TR-103,Norte,615,19.15,124,2024-12-28,2025-01-02,2025-01-06,Entregado
PED-11092,CLI-1110,PROD-115,TR-102,Sur,486,32.7,108,2024-03-27,2024-03-31,2024-03-30,Entregado
PED-11093,CLI-1001,PROD-104,TR-103,Oeste,194,19.85,52,2024-08-19,2024-08-24,2024-08-24,Entregado
PED-11094,CLI-1046,PROD-117,TR-103,Norte,918,12.21,272,2024-04-21,2024-04-26,2024-04-27,Entregado
PED-11095,CLI-1001,PROD-111,TR-102,Oeste,862,19.66,1100,2024-04-23,2024-04-27,2024-04-26,Entregado
PED-11096,CLI-1084,PROD-128,TR-101,Oeste,180,11.65,58,2024-06-13,2024-06-16,2024-06-16,Entregado
PED-11097,CLI-1125,PROD-117,TR-104,Centro,918,21.8,544,2026-03-30,2026-04-03,2026-04-02,Entregado
PED-11098,CLI-1099,PROD-104,TR-101,Oeste,97,21.75,52,2024-04-20,2024-04-23,2024-04-22,Entregado
PED-11099,CLI-1060,PROD-101,TR-103,Centro,67,21.23,38,2025-03-15,2025-03-20,2025-03-21,Entregado
PED-11100,CLI-1021,PROD-124,TR-104,Sur,1005,15.11,181,2024-09-10,2024-09-14,2024-09-15,Entregado
PED-11101,CLI-1067,PROD-122,TR-102,Este,420,29.24,321,2025-11-13,2025-11-17,2025-11-16,Entregado
PED-11102,CLI-1026,PROD-122,TR-102,Sur,630,12.44,321,2024-07-12,2024-07-16,2024-07-17,Entregado
PED-11103,CLI-1102,PROD-101,TR-103,Norte,67,13.79,57,2024-07-15,2024-07-20,2024-07-20,Entregado
PED-11104,CLI-1013,PROD-112,TR-104,Centro,214,17.41,106,2025-06-21,2025-06-25,2025-06-26,Entregado
PED-11105,CLI-1130,PROD-113,TR-101,Centro,422,27.36,204,2024-11-07,2024-11-10,2024-11-14,Entregado
PED-11106,CLI-1012,PROD-105,TR-101,Este,440,21.01,552,2024-01-01,2024-01-04,,Cancelado
PED-11107,CLI-1025,PROD-113,TR-102,Oeste,422,11.46,204,2024-09-15,2024-09-19,2024-09-19,Entregado
PED-11108,CLI-1003,PROD-121,TR-102,Norte,192,22.51,108,2024-12-05,2024-12-09,2024-12-09,Entregado
PED-11109,CLI-1095,PROD-107,TR-103,Sur,470,25.18,276,2024-08-03,2024-08-08,2024-08-07,Entregado
PED-11110,CLI-1030,PROD-101,TR-102,Sur,67,24.9,57,2024-07-16,2024-07-20,2024-07-19,Entregado
PED-11111,CLI-1077,PROD-123,TR-104,Norte,459,11.89,278,2026-02-18,2026-02-22,2026-02-23,Entregado
PED-11112,CLI-1064,PROD-128,TR-103,Oeste,60,10.29,58,2025-01-09,2025-01-14,2025-01-15,Entregado
PED-11113,CLI-1128,PROD-125,TR-101,Este,858,9.7,1102,2024-06-19,2024-06-22,2024-06-23,Entregado
PED-11114,CLI-1048,PROD-123,TR-104,Norte,459,20.1,278,2025-05-21,2025-05-25,2025-05-26,Entregado
PED-11115,CLI-1143,PROD-124,TR-104,Centro,335,12.74,181,2025-02-14,2025-02-18,2025-02-17,Entregado
PED-11116,CLI-1055,PROD-118,TR-101,Este,176,27.26,135,2026-06-19,2026-06-22,2026-06-23,Entregado
PED-11117,CLI-1077,PROD-127,TR-102,Norte,54,14.43,31,2024-10-30,2024-11-03,2024-11-04,Entregado
PED-11118,CLI-1074,PROD-101,TR-102,Sur,134,25.52,19,2026-06-23,2026-06-27,2026-06-26,Entregado
