id_pedido,id_cliente,id_producto,id_transportista,region_destino,monto_venta,costo_envio,costo_producto,fecha_pedido,fecha_promesa,fecha_entrega,estado_envio,dias_transcurridos_reales,dias_prometidos,indicador_cumplimiento,margen_operativo_pedido
PED-10682,CLI-1023,PROD-101,TR-102,Centro,67,31.2,19,2025-09-05,2025-09-09,2025-09-10,Entregado,5.0,4,Atrasado,16.799999999999997
PED-10683,CLI-1144,PROD-125,TR-102,Norte,1716,26.0,1102,2024-04-23,2024-04-27,2024-04-27,Entregado,4.0,4,A Tiempo,588.0
PED-10684,CLI-1019,PROD-120,TR-104,Oeste,2517,15.32,1082,2024-10-10,2024-10-14,2024-10-15,Entregado,5.0,4,Atrasado,1419.6799999999998
PED-10685,CLI-1070,PROD-124,TR-101,Sur,670,13.22,362,2025-01-26,2025-01-29,2025-01-28,Entregado,2.0,3,A Tiempo,294.78
PED-10686,CLI-1017,PROD-115,TR-102,Este,486,12.31,108,2025-09-16,2025-09-20,2025-09-21,Entregado,5.0,4,Atrasado,365.69
PED-10687,CLI-1055,PROD-119,TR-101,Este,93,10.37,43,2025-03-28,2025-03-31,2025-03-30,Entregado,2.0,3,A Tiempo,39.629999999999995
PED-10688,CLI-1064,PROD-124,TR-104,Oeste,1005,8.52,543,2024-01-20,2024-01-24,2024-01-23,Entregado,3.0,4,A Tiempo,453.48
PED-10689,CLI-1009,PROD-121,TR-104,Centro,128,8.6,108,2024-09-29,2024-10-03,2024-10-03,Entregado,4.0,4,A Tiempo,11.400000000000006
PED-10690,CLI-1125,PROD-115,TR-104,Centro,729,8.59,108,2025-02-17,2025-02-21,2025-02-20,Entregado,3.0,4,A Tiempo,612.41
PED-10691,CLI-1123,PROD-103,TR-103,Este,469,34.92,816,2024-12-07,2024-12-12,2024-12-12,Entregado,5.0,5,A Tiempo,-381.92
PED-10692,CLI-1023,PROD-111,TR-103,Centro,2586,13.18,550,2024-03-23,2024-03-28,2024-03-28,Entregado,5.0,5,A Tiempo,2022.8200000000002
PED-10693,CLI-1010,PROD-112,TR-102,Oeste,642,18.02,318,2024-11-02,2024-11-06,2024-11-05,Entregado,3.0,4,A Tiempo,305.98
PED-10694,CLI-1021,PROD-128,TR-104,Sur,60,27.57,29,2026-01-22,2026-01-26,2026-01-25,Entregado,3.0,4,A Tiempo,3.4299999999999997
PED-10695,CLI-1061,PROD-115,TR-104,Este,486,22.65,216,2024-03-05,2024-03-09,2024-03-10,Entregado,5.0,4,Atrasado,247.35000000000002
PED-10696,CLI-1115,PROD-100,TR-101,Sur,114,14.11,12,2024-12-13,2024-12-16,2024-12-18,Entregado,5.0,3,Atrasado,87.89
PED-10697,CLI-1133,PROD-114,TR-102,Este,301,12.25,543,2026-01-28,2026-02-01,2026-01-31,Entregado,3.0,4,A Tiempo,-254.25
PED-10698,CLI-1004,PROD-115,TR-101,Sur,243,25.27,108,2024-09-05,2024-09-08,2024-09-07,Entregado,2.0,3,A Tiempo,109.72999999999999
PED-10699,CLI-1078,PROD-126,TR-101,Este,852,11.53,562,2025-04-12,2025-04-15,2025-04-16,Entregado,4.0,3,Atrasado,278.47
PED-10700,CLI-1056,PROD-102,TR-102,Este,2529,17.09,1126,2025-03-12,2025-03-16,,Cancelado,,4,En Tránsito / Pendiente,1385.9099999999999
PED-10701,CLI-1147,PROD-117,TR-102,Oeste,459,13.1,816,2024-11-25,2024-11-29,2024-11-28,Entregado,3.0,4,A Tiempo,-370.1
PED-10702,CLI-1016,PROD-103,TR-103,Este,1407,23.17,544,2024-05-24,2024-05-29,2024-05-28,Entregado,4.0,5,A Tiempo,839.8299999999999
PED-10703,CLI-1112,PROD-107,TR-101,Este,470,31.81,276,2024-05-16,2024-05-19,2024-05-24,Entregado,8.0,3,Atrasado,162.19
PED-10704,CLI-1001,PROD-105,TR-101,Oeste,880,29.9,828,2025-12-24,2025-12-27,2025-12-27,Entregado,3.0,3,A Tiempo,22.100000000000023
PED-10705,CLI-1121,PROD-122,TR-102,Oeste,630,19.42,214,2024-07-30,2024-08-03,2024-08-03,Entregado,4.0,4,A Tiempo,396.58000000000004
PED-10706,CLI-1044,PROD-119,TR-101,Norte,279,25.12,43,2025-09-02,2025-09-05,2025-09-11,Entregado,9.0,3,Atrasado,210.88
PED-10707,CLI-1089,PROD-113,TR-101,Este,633,24.9,102,2025-07-25,2025-07-28,2025-07-27,Entregado,2.0,3,A Tiempo,506.1
PED-10708,CLI-1138,PROD-116,TR-102,Sur,464,9.91,574,2025-04-20,2025-04-24,2025-04-25,Entregado,5.0,4,Atrasado,-119.91000000000003
PED-10709,CLI-1038,PROD-121,TR-104,Este,64,25.59,36,2025-05-24,2025-05-28,2025-05-29,Entregado,5.0,4,Atrasado,2.4099999999999966
PED-10710,CLI-1111,PROD-108,TR-103,Este,84,28.12,25,2025-09-23,2025-09-28,2025-09-28,Entregado,5.0,5,A Tiempo,30.879999999999995
PED-10711,CLI-1137,PROD-105,TR-102,Oeste,440,27.62,276,2026-03-15,2026-03-19,2026-03-21,Entregado,6.0,4,Atrasado,136.38
PED-10712,CLI-1083,PROD-113,TR-102,Oeste,211,17.14,102,2026-02-04,2026-02-08,2026-02-08,Entregado,4.0,4,A Tiempo,91.86000000000001
PED-10713,CLI-1025,PROD-107,TR-104,Oeste,470,24.0,552,2026-06-09,2026-06-13,2026-06-12,Entregado,3.0,4,A Tiempo,-106.0
PED-10714,CLI-1013,PROD-128,TR-104,Centro,120,18.76,29,2024-05-28,2024-06-01,2024-06-02,Entregado,5.0,4,Atrasado,72.24
PED-10715,CLI-1049,PROD-120,TR-103,Oeste,839,23.57,1623,2024-10-03,2024-10-08,2024-10-07,Entregado,4.0,5,A Tiempo,-807.57
PED-10716,CLI-1071,PROD-104,TR-101,Este,97,14.33,52,2026-05-22,2026-05-25,2026-05-25,Entregado,3.0,3,A Tiempo,30.67
PED-10717,CLI-1075,PROD-119,TR-102,Oeste,93,34.21,129,2026-03-19,2026-03-23,,Cancelado,,4,En Tránsito / Pendiente,-70.21000000000001
PED-10718,CLI-1022,PROD-113,TR-104,Norte,422,15.9,204,2026-06-01,2026-06-05,2026-06-06,Entregado,5.0,4,Atrasado,202.10000000000002
PED-10719,CLI-1063,PROD-107,TR-103,Centro,470,32.3,828,2025-03-20,2025-03-25,2025-03-26,Entregado,6.0,5,Atrasado,-390.3
PED-10720,CLI-1011,PROD-101,TR-104,Oeste,134,18.95,57,2026-01-21,2026-01-25,2026-01-24,Entregado,3.0,4,A Tiempo,58.05
PED-10721,CLI-1025,PROD-114,TR-104,Oeste,903,19.28,543,2024-09-03,2024-09-07,2024-09-09,Entregado,6.0,4,Atrasado,340.72
PED-10722,CLI-1091,PROD-109,TR-102,Norte,1726,16.58,1674,2025-10-25,2025-10-29,2025-10-28,Entregado,3.0,4,A Tiempo,35.42000000000007
PED-10723,CLI-1117,PROD-127,TR-101,Norte,162,13.4,62,2025-04-10,2025-04-13,2025-04-13,Entregado,3.0,3,A Tiempo,86.6
PED-10724,CLI-1094,PROD-120,TR-104,Oeste,839,32.18,1082,2025-12-21,2025-12-25,2025-12-26,Entregado,5.0,4,Atrasado,-275.17999999999995
PED-10725,CLI-1008,PROD-109,TR-104,Centro,2589,29.55,1674,2026-02-09,2026-02-13,2026-02-14,Entregado,5.0,4,Atrasado,885.4499999999998
PED-10726,CLI-1020,PROD-119,TR-103,Norte,279,32.03,86,2026-01-23,2026-01-28,2026-01-29,Entregado,6.0,5,Atrasado,160.97
PED-10727,CLI-1093,PROD-114,TR-101,Norte,903,23.36,181,2025-01-09,2025-01-12,2025-01-19,Entregado,10.0,3,Atrasado,698.64
PED-10728,CLI-1035,PROD-110,TR-102,Centro,615,31.58,372,2025-07-06,2025-07-10,2025-07-15,Entregado,9.0,4,Atrasado,211.41999999999996
PED-10729,CLI-1057,PROD-110,TR-103,Norte,410,10.18,124,2024-09-30,2024-10-05,2024-10-05,Entregado,5.0,5,A Tiempo,275.82
PED-10730,CLI-1088,PROD-114,TR-104,Sur,602,22.6,543,2025-05-28,2025-06-01,2025-05-31,Entregado,3.0,4,A Tiempo,36.39999999999998
PED-10731,CLI-1136,PROD-128,TR-103,Sur,180,13.49,29,2025-04-07,2025-04-12,,Cancelado,,5,En Tránsito / Pendiente,137.51
PED-10732,CLI-1022,PROD-102,TR-104,Norte,843,15.81,563,2024-07-02,2024-07-06,2024-07-05,Entregado,3.0,4,A Tiempo,264.19000000000005
PED-10733,CLI-1037,PROD-115,TR-102,Sur,243,19.54,216,2026-06-14,2026-06-18,2026-06-19,Entregado,5.0,4,Atrasado,7.460000000000008
PED-10734,CLI-1033,PROD-115,TR-103,Oeste,243,13.51,216,2025-03-06,2025-03-11,2025-03-12,Entregado,6.0,5,Atrasado,13.490000000000009
PED-10735,CLI-1059,PROD-126,TR-103,Sur,2556,21.38,1124,2025-02-25,2025-03-02,2025-03-03,Entregado,6.0,5,Atrasado,1410.62
PED-10736,CLI-1135,PROD-126,TR-104,Sur,1704,29.42,562,2025-04-13,2025-04-17,2025-04-16,Entregado,3.0,4,A Tiempo,1112.58
PED-10737,CLI-1058,PROD-115,TR-103,Norte,243,16.04,216,2024-10-22,2024-10-27,2024-10-26,Entregado,4.0,5,A Tiempo,10.960000000000008
PED-10738,CLI-1042,PROD-119,TR-102,Este,93,26.86,129,2025-12-29,2026-01-02,2026-01-01,Entregado,3.0,4,A Tiempo,-62.86
PED-10739,CLI-1039,PROD-105,TR-102,Centro,1320,20.18,276,2024-04-29,2024-05-03,2024-05-07,Entregado,8.0,4,Atrasado,1023.8199999999999
PED-10740,CLI-1052,PROD-117,TR-101,Oeste,459,20.38,544,2025-11-12,2025-11-15,2025-11-15,Entregado,3.0,3,A Tiempo,-105.38
PED-10741,CLI-1041,PROD-117,TR-103,Sur,918,33.62,272,2024-05-04,2024-05-09,2024-05-09,Entregado,5.0,5,A Tiempo,612.38
PED-10742,CLI-1081,PROD-104,TR-101,Oeste,194,27.19,78,2026-01-26,2026-01-29,2026-01-30,Entregado,4.0,3,Atrasado,88.81
PED-10743,CLI-1074,PROD-124,TR-102,Sur,670,11.48,543,2026-03-29,2026-04-02,2026-04-02,Entregado,4.0,4,A Tiempo,115.51999999999998
PED-10744,CLI-1122,PROD-128,TR-101,Centro,120,19.14,29,2024-05-22,2024-05-25,2024-05-24,Entregado,2.0,3,A Tiempo,71.86
PED-10745,CLI-1056,PROD-114,TR-103,Este,903,23.96,181,2024-04-04,2024-04-09,2024-04-10,Entregado,6.0,5,Atrasado,698.04
PED-10746,CLI-1071,PROD-106,TR-101,Este,2601,33.88,1677,2024-03-26,2024-03-29,2024-03-29,Entregado,3.0,3,A Tiempo,890.1199999999999
PED-10747,CLI-1131,PROD-112,TR-102,Sur,642,32.57,106,2025-05-17,2025-05-21,2025-05-22,Entregado,5.0,4,Atrasado,503.42999999999995
PED-10748,CLI-1037,PROD-122,TR-104,Sur,420,17.81,214,2025-01-13,2025-01-17,2025-01-16,Entregado,3.0,4,A Tiempo,188.19
PED-10749,CLI-1114,PROD-127,TR-101,Centro,162,29.8,62,2024-08-08,2024-08-11,2024-08-11,Entregado,3.0,3,A Tiempo,70.19999999999999
PED-10750,CLI-1073,PROD-105,TR-104,Este,1320,10.78,828,2026-01-16,2026-01-20,2026-01-19,Entregado,3.0,4,A Tiempo,481.22
PED-10751,CLI-1053,PROD-109,TR-104,Este,863,28.54,1674,2026-06-07,2026-06-11,2026-06-11,Entregado,4.0,4,A Tiempo,-839.54
PED-10752,CLI-1022,PROD-100,TR-104,Norte,57,20.75,36,2025-10-16,2025-10-20,2025-10-20,Entregado,4.0,4,A Tiempo,0.25
PED-10753,CLI-1145,PROD-124,TR-102,Oeste,670,21.5,543,2024-07-23,2024-07-27,2024-07-27,Entregado,4.0,4,A Tiempo,105.5
PED-10754,CLI-1077,PROD-126,TR-103,Norte,852,29.47,562,2025-05-20,2025-05-25,2025-05-25,Entregado,5.0,5,A Tiempo,260.53
PED-10755,CLI-1039,PROD-108,TR-103,Centro,84,26.15,75,2025-10-17,2025-10-22,2025-10-22,Entregado,5.0,5,A Tiempo,-17.15
PED-10756,CLI-1073,PROD-113,TR-102,Este,211,11.66,102,2025-05-18,2025-05-22,2025-05-23,Entregado,5.0,4,Atrasado,97.34
PED-10757,CLI-1017,PROD-119,TR-103,Este,186,26.68,129,2025-08-18,2025-08-23,2025-08-23,Entregado,5.0,5,A Tiempo,30.319999999999993
PED-10758,CLI-1030,PROD-111,TR-101,Sur,862,16.97,550,2026-05-15,2026-05-18,,Cancelado,,3,En Tránsito / Pendiente,295.03
PED-10759,CLI-1034,PROD-111,TR-102,Este,2586,9.79,1100,2024-02-24,2024-02-28,2024-02-28,Entregado,4.0,4,A Tiempo,1476.21
PED-10760,CLI-1074,PROD-116,TR-101,Sur,464,24.37,287,2025-06-10,2025-06-13,2025-06-14,Entregado,4.0,3,Atrasado,152.63
PED-10761,CLI-1082,PROD-127,TR-103,Centro,108,27.0,93,2026-04-26,2026-05-01,2026-05-01,Entregado,5.0,5,A Tiempo,-12.0
PED-10762,CLI-1092,PROD-103,TR-103,Oeste,1407,18.38,544,2026-04-23,2026-04-28,2026-04-27,Entregado,4.0,5,A Tiempo,844.6199999999999
PED-10763,CLI-1124,PROD-113,TR-103,Sur,633,30.54,102,2024-06-15,2024-06-20,2024-06-23,Entregado,8.0,5,Atrasado,500.46000000000004
PED-10764,CLI-1143,PROD-119,TR-101,Centro,93,32.97,43,2025-03-03,2025-03-06,2025-03-05,Entregado,2.0,3,A Tiempo,17.03
PED-10765,CLI-1122,PROD-111,TR-103,Centro,2586,28.74,1650,2025-12-08,2025-12-13,2025-12-13,Entregado,5.0,5,A Tiempo,907.2600000000002
PED-10766,CLI-1087,PROD-105,TR-103,Sur,440,31.21,276,2024-01-30,2024-02-04,2024-02-03,Entregado,4.0,5,A Tiempo,132.79000000000002
PED-10767,CLI-1036,PROD-122,TR-102,Este,210,26.81,214,2024-11-10,2024-11-14,2024-11-13,Entregado,3.0,4,A Tiempo,-30.810000000000002
PED-10768,CLI-1028,PROD-102,TR-101,Sur,843,11.36,563,2026-03-04,2026-03-07,2026-03-07,Entregado,3.0,3,A Tiempo,268.64
PED-10769,CLI-1131,PROD-118,TR-101,Sur,88,16.49,45,2025-04-25,2025-04-28,2025-05-02,Entregado,7.0,3,Atrasado,26.510000000000005
PED-10770,CLI-1024,PROD-125,TR-101,Sur,858,17.82,1653,2025-09-08,2025-09-11,2025-09-10,Entregado,2.0,3,A Tiempo,-812.82
PED-10771,CLI-1023,PROD-104,TR-103,Centro,291,24.74,78,2025-08-16,2025-08-21,2025-08-20,Entregado,4.0,5,A Tiempo,188.26
PED-10772,CLI-1129,PROD-118,TR-101,Centro,264,27.47,45,2024-04-11,2024-04-14,2024-04-13,Entregado,2.0,3,A Tiempo,191.53
PED-10773,CLI-1072,PROD-105,TR-101,Oeste,1320,21.08,828,2026-01-12,2026-01-15,2026-01-18,Entregado,6.0,3,Atrasado,470.9200000000001
PED-10774,CLI-1047,PROD-114,TR-101,Norte,602,22.13,181,2024-07-04,2024-07-07,2024-07-09,Entregado,5.0,3,Atrasado,398.87
PED-10775,CLI-1080,PROD-103,TR-104,Norte,938,16.14,816,2024-04-22,2024-04-26,2024-04-26,Entregado,4.0,4,A Tiempo,105.86000000000001
PED-10776,CLI-1010,PROD-102,TR-103,Oeste,1686,28.01,1689,2025-05-20,2025-05-25,2025-05-29,Entregado,9.0,5,Atrasado,-31.00999999999999
PED-10777,CLI-1113,PROD-107,TR-104,Norte,470,32.21,276,2024-10-24,2024-10-28,2024-10-28,Entregado,4.0,4,A Tiempo,161.79000000000002
PED-10778,CLI-1121,PROD-121,TR-103,Oeste,192,19.0,36,2024-07-02,2024-07-07,2024-07-12,Entregado,10.0,5,Atrasado,137.0
PED-10779,CLI-1021,PROD-103,TR-102,Sur,469,33.02,816,2025-02-08,2025-02-12,,Cancelado,,4,En Tránsito / Pendiente,-380.02
PED-10780,CLI-1016,PROD-111,TR-102,Este,862,30.71,550,2024-12-12,2024-12-16,2024-12-16,Entregado,4.0,4,A Tiempo,281.28999999999996
PED-10781,CLI-1127,PROD-108,TR-103,Este,168,21.11,50,2026-02-13,2026-02-18,2026-02-19,Entregado,6.0,5,Atrasado,96.88999999999999
PED-10782,CLI-1103,PROD-115,TR-103,Oeste,243,21.47,216,2024-05-30,2024-06-04,2024-06-03,Entregado,4.0,5,A Tiempo,5.530000000000001
PED-10783,CLI-1059,PROD-120,TR-102,Sur,839,26.47,1082,2024-01-31,2024-02-04,,Cancelado,,4,En Tránsito / Pendiente,-269.47
PED-10784,CLI-1097,PROD-119,TR-103,Este,93,26.02,43,2024-06-05,2024-06-10,2024-06-11,Entregado,6.0,5,Atrasado,23.980000000000004
PED-10785,CLI-1126,PROD-125,TR-104,Norte,1716,15.43,1653,2024-07-25,2024-07-29,2024-07-29,Entregado,4.0,4,A Tiempo,47.569999999999936
PED-10786,CLI-1087,PROD-125,TR-101,Sur,858,20.43,1102,2026-02-21,2026-02-24,,Cancelado,,3,En Tránsito / Pendiente,-264.42999999999995
PED-10787,CLI-1113,PROD-114,TR-101,Norte,903,21.52,181,2024-02-03,2024-02-06,2024-02-11,Entregado,8.0,3,Atrasado,700.48
PED-10788,CLI-1099,PROD-115,TR-101,Oeste,729,22.79,324,2025-08-05,2025-08-08,2025-08-09,Entregado,4.0,3,Atrasado,382.21000000000004
PED-10789,CLI-1143,PROD-127,TR-102,Centro,108,34.23,93,2025-06-02,2025-06-06,2025-06-10,Entregado,8.0,4,Atrasado,-19.22999999999999
PED-10790,CLI-1090,PROD-124,TR-103,Sur,335,17.75,362,2024-11-24,2024-11-29,2024-12-01,Entregado,7.0,5,Atrasado,-44.75
PED-10791,CLI-1006,PROD-124,TR-103,Centro,670,17.81,362,2025-01-24,2025-01-29,2025-02-02,Entregado,9.0,5,Atrasado,290.19000000000005
PED-10792,CLI-1063,PROD-107,TR-103,Centro,940,17.45,276,2025-08-29,2025-09-03,2025-09-05,Entregado,7.0,5,Atrasado,646.55
PED-10793,CLI-1083,PROD-101,TR-104,Oeste,201,15.57,38,2025-11-04,2025-11-08,2025-11-09,Entregado,5.0,4,Atrasado,147.43
PED-10794,CLI-1005,PROD-110,TR-104,Oeste,205,11.15,248,2025-08-07,2025-08-11,2025-08-12,Entregado,5.0,4,Atrasado,-54.150000000000006
PED-10795,CLI-1086,PROD-115,TR-103,Oeste,486,21.67,108,2024-06-19,2024-06-24,2024-06-24,Entregado,5.0,5,A Tiempo,356.33
PED-10796,CLI-1019,PROD-126,TR-102,Oeste,2556,29.82,1124,2024-10-21,2024-10-25,2024-10-25,Entregado,4.0,4,A Tiempo,1402.1799999999998
PED-10797,CLI-1023,PROD-122,TR-101,Centro,630,21.09,321,2025-08-29,2025-09-01,2025-08-31,Entregado,2.0,3,A Tiempo,287.90999999999997
PED-10798,CLI-1053,PROD-111,TR-101,Este,1724,26.08,1100,2025-10-29,2025-11-01,2025-11-02,Entregado,4.0,3,Atrasado,597.9200000000001
PED-10799,CLI-1106,PROD-112,TR-103,Sur,642,31.84,106,2025-10-01,2025-10-06,2025-10-07,Entregado,6.0,5,Atrasado,504.15999999999997
PED-10800,CLI-1132,PROD-127,TR-102,Sur,162,15.6,62,2025-08-13,2025-08-17,2025-08-18,Entregado,5.0,4,Atrasado,84.4
PED-10801,CLI-1111,PROD-129,TR-101,Este,65,12.49,17,2025-06-18,2025-06-21,2025-06-21,Entregado,3.0,3,A Tiempo,35.51
PED-10802,CLI-1076,PROD-127,TR-104,Norte,162,30.92,31,2025-02-24,2025-02-28,2025-02-27,Entregado,3.0,4,A Tiempo,100.07999999999998
PED-10803,CLI-1068,PROD-126,TR-103,Este,2556,19.26,562,2025-10-23,2025-10-28,2025-10-29,Entregado,6.0,5,Atrasado,1974.7399999999998
PED-10804,CLI-1049,PROD-100,TR-102,Oeste,114,34.77,36,2026-03-27,2026-03-31,2026-03-31,Entregado,4.0,4,A Tiempo,43.22999999999999
PED-10805,CLI-1108,PROD-120,TR-101,Este,839,29.43,1082,2024-07-25,2024-07-28,2024-07-27,Entregado,2.0,3,A Tiempo,-272.42999999999995
PED-10806,CLI-1071,PROD-121,TR-102,Este,128,9.97,36,2025-10-21,2025-10-25,,Cancelado,,4,En Tránsito / Pendiente,82.03
PED-10807,CLI-1080,PROD-119,TR-103,Norte,186,25.92,129,2026-06-06,2026-06-11,2026-06-16,Entregado,10.0,5,Atrasado,31.079999999999984
PED-10808,CLI-1035,PROD-107,TR-101,Centro,1410,30.47,828,2025-08-07,2025-08-10,2025-08-09,Entregado,2.0,3,A Tiempo,551.53
PED-10809,CLI-1134,PROD-108,TR-104,Sur,168,30.56,50,2026-06-24,2026-06-28,2026-06-30,Entregado,6.0,4,Atrasado,87.44
PED-10810,CLI-1060,PROD-129,TR-104,Centro,65,20.15,34,2024-08-11,2024-08-15,2024-08-14,Entregado,3.0,4,A Tiempo,10.850000000000001
PED-10811,CLI-1065,PROD-127,TR-101,Oeste,54,22.96,62,2025-05-17,2025-05-20,2025-05-21,Entregado,4.0,3,Atrasado,-30.96
PED-10812,CLI-1063,PROD-108,TR-102,Centro,168,25.6,25,2025-01-06,2025-01-10,2025-01-10,Entregado,4.0,4,A Tiempo,117.4
PED-10813,CLI-1008,PROD-126,TR-101,Centro,852,23.15,1124,2025-12-08,2025-12-11,2025-12-12,Entregado,4.0,3,Atrasado,-295.15
PED-10814,CLI-1092,PROD-128,TR-101,Oeste,120,32.61,29,2025-07-01,2025-07-04,2025-07-04,Entregado,3.0,3,A Tiempo,58.39
PED-10815,CLI-1100,PROD-129,TR-103,Oeste,130,31.27,17,2024-11-04,2024-11-09,2024-11-12,Entregado,8.0,5,Atrasado,81.73
PED-10816,CLI-1112,PROD-120,TR-103,Este,1678,15.76,541,2026-06-19,2026-06-24,2026-06-25,Entregado,6.0,5,Atrasado,1121.24
PED-10817,CLI-1125,PROD-115,TR-104,Centro,243,27.01,108,2026-05-11,2026-05-15,2026-05-15,Entregado,4.0,4,A Tiempo,107.99000000000001
PED-10818,CLI-1129,PROD-102,TR-103,Centro,2529,20.51,1126,2025-03-06,2025-03-11,2025-03-12,Entregado,6.0,5,Atrasado,1382.4899999999998
PED-10819,CLI-1013,PROD-120,TR-102,Centro,839,19.12,541,2025-10-07,2025-10-11,2025-10-12,Entregado,5.0,4,Atrasado,278.88
PED-10820,CLI-1080,PROD-118,TR-101,Norte,264,28.72,135,2024-04-23,2024-04-26,2024-05-03,Entregado,10.0,3,Atrasado,100.28
PED-10821,CLI-1105,PROD-125,TR-103,Sur,858,13.1,1102,2025-04-07,2025-04-12,2025-04-13,Entregado,6.0,5,Atrasado,-257.1
PED-10822,CLI-1083,PROD-125,TR-103,Oeste,858,31.72,1102,2024-07-22,2024-07-27,,Cancelado,,5,En Tránsito / Pendiente,-275.72
PED-10823,CLI-1146,PROD-107,TR-101,Norte,470,13.75,552,2024-01-24,2024-01-27,2024-01-27,Entregado,3.0,3,A Tiempo,-95.75
PED-10824,CLI-1043,PROD-101,TR-104,Centro,67,33.89,19,2025-09-24,2025-09-28,2025-09-28,Entregado,4.0,4,A Tiempo,14.11
PED-10825,CLI-1043,PROD-118,TR-101,Centro,176,21.59,135,2024-01-15,2024-01-18,2024-01-18,Entregado,3.0,3,A Tiempo,19.409999999999997
PED-10826,CLI-1057,PROD-122,TR-102,Norte,420,21.6,321,2024-07-14,2024-07-18,2024-07-18,Entregado,4.0,4,A Tiempo,77.39999999999998
PED-10827,CLI-1033,PROD-113,TR-102,Oeste,633,13.52,306,2025-09-06,2025-09-10,2025-09-10,Entregado,4.0,4,A Tiempo,313.48
PED-10828,CLI-1046,PROD-113,TR-102,Norte,211,20.45,306,2024-01-30,2024-02-03,2024-02-03,Entregado,4.0,4,A Tiempo,-115.44999999999999
PED-10829,CLI-1063,PROD-111,TR-104,Centro,1724,19.04,1650,2024-03-28,2024-04-01,2024-04-04,Entregado,7.0,4,Atrasado,54.960000000000036
PED-10830,CLI-1098,PROD-122,TR-104,Sur,210,10.06,321,2026-01-23,2026-01-27,2026-01-26,Entregado,3.0,4,A Tiempo,-121.06
PED-10831,CLI-1085,PROD-129,TR-102,Norte,195,27.3,51,2025-04-27,2025-05-01,2025-05-02,Entregado,5.0,4,Atrasado,116.69999999999999
PED-10832,CLI-1001,PROD-108,TR-104,Oeste,168,34.15,25,2024-11-05,2024-11-09,2024-11-10,Entregado,5.0,4,Atrasado,108.85
PED-10833,CLI-1148,PROD-105,TR-103,Este,880,10.88,276,2024-06-22,2024-06-27,2024-06-27,Entregado,5.0,5,A Tiempo,593.12
PED-10834,CLI-1135,PROD-113,TR-102,Sur,211,31.6,204,2024-09-23,2024-09-27,2024-09-29,Entregado,6.0,4,Atrasado,-24.599999999999994
PED-10835,CLI-1092,PROD-129,TR-104,Oeste,195,22.2,34,2024-10-16,2024-10-20,2024-10-20,Entregado,4.0,4,A Tiempo,138.8
PED-10836,CLI-1111,PROD-128,TR-102,Este,60,31.11,87,2024-11-19,2024-11-23,2024-11-23,Entregado,4.0,4,A Tiempo,-58.11
PED-10837,CLI-1112,PROD-101,TR-102,Este,67,15.4,38,2024-06-01,2024-06-05,2024-06-08,Entregado,7.0,4,Atrasado,13.600000000000001
PED-10838,CLI-1111,PROD-103,TR-104,Este,1407,20.63,544,2024-02-11,2024-02-15,2024-02-16,Entregado,5.0,4,Atrasado,842.3699999999999
PED-10839,CLI-1037,PROD-103,TR-103,Sur,469,28.37,272,2024-04-05,2024-04-10,2024-04-10,Entregado,5.0,5,A Tiempo,168.63
PED-10840,CLI-1069,PROD-118,TR-102,Este,264,13.29,135,2025-08-20,2025-08-24,2025-08-23,Entregado,3.0,4,A Tiempo,115.71000000000001
PED-10841,CLI-1019,PROD-107,TR-104,Oeste,470,26.55,552,2025-11-24,2025-11-28,2025-12-02,Entregado,8.0,4,Atrasado,-108.55000000000001
PED-10842,CLI-1100,PROD-111,TR-101,Oeste,862,30.51,1100,2026-05-07,2026-05-10,2026-05-09,Entregado,2.0,3,A Tiempo,-268.51
PED-10843,CLI-1122,PROD-114,TR-103,Centro,301,24.99,543,2025-08-31,2025-09-05,2025-09-05,Entregado,5.0,5,A Tiempo,-266.99
PED-10844,CLI-1115,PROD-110,TR-102,Sur,410,29.65,248,2024-08-04,2024-08-08,2024-08-09,Entregado,5.0,4,Atrasado,132.35000000000002
PED-10845,CLI-1140,PROD-119,TR-104,Oeste,93,10.86,86,2024-04-04,2024-04-08,2024-04-07,Entregado,3.0,4,A Tiempo,-3.8599999999999994
PED-10846,CLI-1053,PROD-105,TR-104,Este,1320,11.7,276,2026-03-09,2026-03-13,2026-03-14,Entregado,5.0,4,Atrasado,1032.3
PED-10847,CLI-1110,PROD-123,TR-103,Sur,1377,30.55,278,2025-12-02,2025-12-07,2025-12-07,Entregado,5.0,5,A Tiempo,1068.45
PED-10848,CLI-1131,PROD-106,TR-104,Sur,1734,24.41,1677,2025-04-01,2025-04-05,2025-04-05,Entregado,4.0,4,A Tiempo,32.58999999999992
PED-10849,CLI-1023,PROD-124,TR-104,Centro,670,19.79,543,2026-04-10,2026-04-14,2026-04-13,Entregado,3.0,4,A Tiempo,107.21000000000004
PED-10850,CLI-1010,PROD-116,TR-103,Oeste,1392,12.61,861,2025-04-19,2025-04-24,2025-04-25,Entregado,6.0,5,Atrasado,518.3900000000001
PED-10851,CLI-1134,PROD-102,TR-103,Sur,1686,34.58,563,2025-04-24,2025-04-29,2025-04-29,Entregado,5.0,5,A Tiempo,1088.42
PED-10852,CLI-1076,PROD-126,TR-102,Norte,852,10.53,1686,2025-06-19,2025-06-23,2025-06-24,Entregado,5.0,4,Atrasado,-844.53
